X1,X2,X3
-1.8513692297260282,-1.6426710816153456,-0.5979927323129914
0.08101847156195582,-0.2964058963181805,-2.079328505444416
-1.2440731757582697,-1.1785852136582444,2.05271418844297
-0.8429434081152224,0.42173059066658203,1.5694769187764441
0.5816982650879794,2.153233083902159,-0.9812288870343766
-0.09976795930007934,-0.29915262391366615,0.10717611926587761
-1.4556713768531624,-0.17145856104015977,4.7624868224922245
1.8103185367917893,2.3515633503841933,2.9546317746971225
0.7802630181466875,1.1400022747540408,3.122036906916691
0.24949728147749894,1.8522653174360857,-0.3604952382245723
-1.2433712173585296,-1.0369967505210624,0.5084213694442843
-0.3748240243894628,-1.0964569620098623,-1.9764700696106958
1.2047871284583007,1.7433109945109795,1.6579065144649154
0.5276357178739309,0.37898508398963615,-2.3890978288685165
-0.22242695418053932,0.8168521348946589,-1.045142554773344
0.19420134685111895,0.01820842799352887,1.5818225656295903
-0.7458515422847869,0.3505622827594702,0.26685278644254734
2.9839014829004333,4.021448108171121,1.8745972046555845
1.4397634958971997,2.488115889390839,1.7022894380508506
-1.8107949279896791,-3.6811150750618387,-2.3588739104363485
