X1,X2,X3
-3.12088095353899,3.7850755091520365,1.0871432818210969
0.5048490533748138,1.731973693032293,1.4110172815173228
0.30128310870158687,-1.3676239883899906,-3.03327184862016
-0.0781931721230935,-0.22377425521852948,1.1162548608736091
0.36647122388429865,1.4422767757066588,0.6452593700808393
0.2603300412410297,-0.26061181745836404,1.3466495095840672
-1.9239888328135677,1.1895590364794684,-2.909789011243669
2.7088231548418555,1.1297319610702607,3.6548719319870377
-0.6308960835066648,0.23682433555966378,1.7206723784717906
-0.9543908637920339,1.6801352442472612,1.6032688205023065
-0.7716449676924485,-1.0446308348087585,-3.5452484160541227
0.8266003019449893,0.3792910918206105,1.48553615788584
0.11532815508617253,-0.6738127160324826,-0.8118708484112271
-0.9166194088896644,-2.3799847832261487,-2.5504434398391735
2.162710529435986,-1.2972632126606423,0.1642779726233381
-0.8049545431720836,0.3398517304924372,-2.4444102753901173
-0.5764584625245834,0.7216670206636367,1.0809401235925604
-1.1836743286911926,-1.9119366991805855,-1.3991695433241753
0.4207957414840365,0.0946543242533358,1.1886953627336732
1.1377878011344271,1.3896276812314747,1.7857380373818295
