X1,X2,X3,X4,X5
-0.42717211117457865,-0.8985005338661348,-0.9791076216054745,-0.16870856163367937,0.5758861320471651
-1.059962596937229,0.08900776815798371,-2.1999479028438658,-2.204827025400735,-2.0023247299439006
-0.44896769315043733,-1.5492165761572327,2.717258032994156,2.353430054318025,1.9622808303604922
2.5397397241517314,1.2677868820070424,0.6075749375438003,-2.9119441879472707,-7.394176357986218
0.48798492149340034,0.4968491718538711,-1.3969082194881268,-3.4883420424611216,-0.7812505582868954
1.5024237881838964,2.062557315734493,-2.2734289903992635,-2.576957594334753,0.3216128150270148
-0.34125832462777844,-0.48862524982867206,-0.5280582374976703,0.5259380743185718,1.1321831891239662
-1.5386675783932273,0.22889151428787236,-2.679314891827616,0.12467422057522848,1.701496658064793
0.2061953559924653,-0.3744273165643036,0.9120842880485617,-0.9392079025167922,-2.61324546962043
1.134481987989287,1.6611650823479343,0.33746158222566025,-2.9260745731885676,-4.276519720755634
-1.2180027568741965,0.9551928833449009,1.5975678516202163,1.9908232245714985,-2.5857662500545846
-0.12879678920221455,-1.2364446842533166,0.9460576056928327,-1.8613188122507653,-3.0614698428739158
-0.43208182160334424,1.4649967458080748,0.1608093024475329,3.1036334354704906,-0.14964053640045805
-0.8802969083536023,-1.222216295015966,-0.8669719177744261,0.4600162402993634,3.2206882035787765
0.4977695276190601,0.309329281880803,2.1593872596013597,1.6697337364414397,0.5735074617669491
1.2220023357829486,1.697770712474208,-2.3635430605786873,-4.053039462789879,-4.439750810135901
3.325625670556425,-0.12601151080986714,1.085470875210133,-2.1222372959025915,-1.717900771209506
0.10399457159712291,-1.5807619025456494,-0.004683791630334944,-2.0295254844079236,0.27367027311824255
-0.27373972479505937,-1.2801154488684412,1.202417232328002,0.36340566764590077,3.2442207584955014
1.5788094339805232,0.618729238058913,0.4778023954218114,-1.500423967255705,-4.922944396255889
