X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
2.514228171703601,2.328708078043539,2.3225129329347793,3.7452132615439595,-2.775225354757757,2.5933882695689974,1.823448732400013,-0.9176195208826765,-0.7686934013870124,1.147090312926589
0.8051054714022245,-0.1466209664311181,-1.2129503413801523,2.785621384421403,-2.1140366282319984,-1.3012624380020759,3.3299592768094497,0.28961632168611473,-3.1269632950612016,-4.496227025488117
-0.7688067873283483,1.721028796616929,5.401770748516704,1.4299905098517467,-0.4899576738767676,-0.26980799555981305,0.3949727374921388,-7.811162827816677,1.1709269084029126,5.261921758725938
2.8349871310820602,0.8057616305369419,0.48423476273077737,0.7445977240357093,0.8536838245332042,-0.11086076264849347,-0.9585018754611861,-0.05239059676822186,-0.20634021473436184,1.0454909032151085
-0.27340697576571615,0.945981142938942,-2.4334024942837353,-0.6752314946203095,-1.0371536683845686,1.6956652087631607,0.4937722652808815,1.7066085111657077,2.7900440599159557,-0.7002874240799762
-0.9961989266131572,0.8653752160648999,0.26864387024440595,0.3593796049679604,-0.7868519689703586,-0.7605835726714407,4.132559476762561,-2.988892421335706,-1.7339110782838105,2.18333099563545
-0.5743671094272894,-1.1098576170450165,1.8418457129848564,-2.2819843574237857,0.12127652035580122,1.8360681062509128,-0.8998865218930074,-0.720567059950822,0.9465617329383743,2.896775334767391
-2.7776911877513375,0.6223455438896149,-0.6026442245355504,-2.1047480688821,1.8233215819922535,-2.0437484419170726,-3.94232533705114,-0.9886965774726042,-2.828070177569556,1.6247539310580656
-0.6556053304354316,-0.9749386292741479,1.3053957603613082,1.8871716933914908,-0.9566482519564661,-4.780904322368777,1.5280747211564203,-0.48572259878192414,-5.782439990004502,-1.9665514868305887
3.3905451122921457,-0.28581269446981555,1.956496900070448,2.2406303133939356,0.7132543166007261,-1.0276859033393795,4.283950172999932,0.7162186709762971,0.3957969980402686,-6.800323141877767
0.24116655952881752,1.1798821906882386,1.3588613628504373,-0.47069973284679767,-0.14071171897329127,0.5011813916993693,0.4420186847609079,0.5725705797325611,1.4344637449634086,2.017143451107514
0.48462596775910044,0.26945804977579757,-1.1019351352911038,0.4079651481787794,0.7853727880234435,0.48436034307371534,-2.2126927703108037,3.9191155449444097,-1.1753239897603767,-1.2940746272879244
-1.1913519192528654,0.08633508986021973,1.8191324215856273,-0.22265771026440526,-0.04868253545175792,0.5919799244363135,-0.6823542458876711,-2.7604551125803836,0.25086311647309983,3.987200789642421
-0.4295085395506292,-3.744479116739999,-1.2371651673559427,-4.184195048906583,1.8732968075291403,1.5791102947056248,-3.3951979777984933,2.338895713049685,-0.7369686762689791,1.8524277012124206
-2.1503099656363585,-2.4581658332346192,-1.5467986093902983,-3.279226192699234,1.8400797116918635,1.2983300581670192,-0.23917593749617128,-1.1687841924409446,2.108209153902668,0.6428489588085362
-0.5687903771427578,-2.0644189482032984,-1.6976516885400776,-2.6569080768901405,3.3395804452739037,-0.8581879046277506,-0.905022487970454,1.2730569643589118,1.4650264847593315,-1.580136766395355
-0.08265377044537618,-1.3707567943661731,-0.9155028191848561,-0.7261137433573877,-1.0173792329570222,-0.3875625519147575,2.0410804588909546,3.188182833528851,-3.2722328737979094,-1.5112714704054984
0.299153754551107,0.06323908867466109,-0.9843851249640327,-0.004699438457166014,-0.7596946190250823,-1.121274166966104,-1.7505916687485605,3.7121755613162053,-1.7815959899988731,1.2782572517621713
1.0526800224878339,0.4451315130146528,1.0618252645090933,0.16849035409231938,2.908756817442529,3.12756665956671,-1.585347680414655,-2.74029696126328,5.6647635238008345,-4.050470543093995
-1.4279242725147683,1.823921733683916,-0.7021522910733546,0.5028079585049261,0.7158494832494162,-1.0056103068343214,-2.356293182987406,-1.9584576980604473,-1.8205611276485976,1.894848760323303
